(354, 2)
(418, 3)
(859, 3)
(335, 1)
(757, 2)
(390, 1)
(377, 3)
(770, 2)
(490, 2)
(755, 1)
(454, 0)
(767, 0)
(484, 3)
(976, 1)
(560, 1)
(718, 1)
(312, 1)
(470, 3)
(836, 3)
(299, 3)
(233, 2)
(106, 0)
(501, 0)
(837, 0)
(779, 1)
(432, 3)
(769, 3)
(685, 0)
(113, 0)
(653, 1)
(768, 1)
(192, 3)
(520, 1)
(741, 2)
(20, 1)
(489, 3)
(183, 0)
(550, 1)
(507, 2)
(594, 3)
(167, 1)
(910, 0)
(383, 0)
(980, 1)
(441, 0)
(77, 2)
(424, 1)
(428, 2)
(226, 3)
(692, 3)
(480, 1)
(818, 0)
(1005, 0)
(310, 2)
(890, 1)
(870, 0)
(1009, 3)
(311, 1)
(569, 3)
(29, 0)
(400, 2)
(984, 3)
(124, 1)
(964, 3)
(578, 1)
(156, 0)
(180, 2)
(216, 3)
(644, 0)
(742, 2)
(765, 1)
(408, 2)
(94, 3)
(283, 0)
(468, 2)
(917, 1)
(376, 2)
(373, 1)
(43, 3)
(348, 2)
(784, 3)
(62, 2)
(991, 0)
(659, 3)
(165, 1)
