(32092, 3)
(34438, 0)
(6448, 2)
(34823, 3)
(14926, 3)
(28611, 1)
(18544, 2)
(11895, 2)
(34099, 1)
(7712, 1)
(10344, 1)
(36353, 3)
(20791, 2)
(13531, 2)
(5923, 0)
(19302, 3)
(19782, 2)
(24261, 0)
(11039, 2)
(29465, 2)
(17739, 2)
(11651, 0)
(15112, 2)
(31518, 2)
(36965, 0)
(32676, 1)
(17669, 1)
(11071, 0)
(20061, 0)
(12446, 3)
(6955, 3)
(15950, 1)
(19248, 2)
(19105, 0)
(26519, 3)
(20464, 2)
(7415, 2)
(18478, 0)
(5676, 2)
(12756, 0)
(12553, 3)
(30533, 0)
(32859, 1)
(32277, 3)
(14578, 3)
(35399, 3)
(23807, 0)
(34411, 1)
(32072, 1)
(20198, 2)
(14820, 1)
(5143, 3)
(8658, 2)
(14778, 0)
(27784, 2)
(15011, 3)
(30724, 3)
(15488, 3)
(17933, 3)
(23114, 3)
(30339, 3)
(33243, 2)
(12201, 0)
(15755, 1)
(20133, 1)
(14395, 1)
(29023, 1)
(19885, 0)
(29560, 0)
(15109, 1)
(27699, 1)
(4944, 0)
(15004, 2)
(18896, 0)
(26995, 0)
(10590, 2)
(29054, 0)
(16731, 0)
(29202, 3)
(12002, 1)
(5712, 3)
(16525, 1)
(25046, 1)
(29777, 1)
(26060, 0)
