(4603, 3)
(14314, 0)
(4129, 1)
(17572, 2)
(14347, 1)
(3812, 2)
(10173, 2)
(11648, 3)
(6065, 2)
(11488, 3)
(18511, 0)
(10355, 1)
(16133, 0)
(9172, 2)
(7383, 3)
(3609, 0)
(12446, 1)
(10998, 3)
(2189, 0)
(8027, 0)
(16619, 3)
(1369, 3)
(8659, 2)
(9785, 3)
(13529, 1)
(8163, 0)
(3146, 2)
(13991, 2)
(11408, 2)
(6848, 2)
(15281, 2)
(3964, 1)
(7683, 2)
(17587, 3)
(7693, 1)
(18884, 2)
(13692, 0)
(17403, 1)
(3495, 0)
(19328, 1)
(14140, 0)
(7524, 1)
(10460, 0)
(11163, 3)
(7998, 3)
(20816, 1)
(6045, 0)
(21457, 2)
(4123, 3)
(17909, 0)
(4409, 0)
(14221, 1)
(7187, 3)
(14635, 1)
(6535, 3)
(12553, 0)
(17700, 3)
(3784, 2)
(15921, 1)
(4447, 1)
(12235, 3)
(15259, 3)
(10165, 3)
(11082, 0)
(3277, 0)
(15105, 2)
(11597, 2)
(10197, 1)
(11453, 1)
(4419, 2)
(15749, 0)
(13826, 0)
(18191, 2)
(9801, 2)
(7481, 2)
(18845, 1)
(8995, 1)
(19522, 1)
(4108, 3)
(5119, 2)
(3980, 1)
(14330, 2)
(5932, 3)
(12785, 1)
(12104, 2)
