(600, 0)
(889, 1)
(212, 0)
(82, 3)
(185, 1)
(531, 0)
(103, 2)
(822, 0)
(242, 2)
(426, 1)
(190, 0)
(968, 0)
(1015, 0)
(790, 3)
(251, 2)
(200, 0)
(22, 2)
(476, 3)
(690, 1)
(205, 3)
(950, 2)
(354, 2)
(509, 3)
(891, 1)
(749, 1)
(598, 1)
(339, 1)
(700, 1)
(578, 1)
(709, 0)
(50, 0)
(257, 3)
(501, 0)
(43, 1)
(887, 1)
(333, 0)
(705, 1)
(310, 3)
(150, 2)
(454, 0)
(81, 1)
(939, 3)
(355, 1)
(1000, 1)
(151, 3)
(601, 0)
(838, 1)
(172, 2)
(672, 1)
(14, 1)
(336, 3)
(60, 2)
(974, 3)
(387, 3)
(592, 1)
(428, 3)
(282, 0)
(954, 1)
(742, 0)
(52, 3)
(526, 3)
(516, 1)
(694, 0)
(792, 0)
(15, 1)
(452, 0)
(692, 3)
(591, 2)
(808, 1)
(699, 2)
(551, 2)
(728, 1)
(338, 3)
(322, 0)
(624, 3)
(316, 1)
(664, 0)
(331, 3)
(370, 1)
(941, 3)
(729, 0)
(27, 2)
(862, 0)
(404, 2)
(819, 3)
