(810, 2)
(356, 1)
(125, 0)
(41, 0)
(627, 2)
(752, 0)
(165, 2)
(815, 3)
(708, 0)
(764, 3)
(75, 1)
(787, 3)
(46, 1)
(548, 0)
(781, 3)
(944, 2)
(372, 0)
(183, 0)
(965, 3)
(566, 2)
(527, 2)
(866, 3)
(354, 2)
(669, 0)
(174, 3)
(575, 3)
(337, 3)
(226, 1)
(626, 0)
(817, 2)
(446, 0)
(203, 1)
(849, 1)
(921, 1)
(334, 1)
(150, 3)
(898, 1)
(1008, 3)
(229, 1)
(63, 1)
(677, 3)
(260, 1)
(919, 2)
(179, 3)
(743, 2)
(276, 1)
(1011, 2)
(417, 1)
(52, 3)
(449, 0)
(505, 3)
(43, 1)
(522, 2)
(355, 2)
(801, 3)
(520, 3)
(733, 1)
(479, 1)
(1010, 3)
(72, 3)
(647, 3)
(324, 0)
(425, 0)
(261, 2)
(465, 1)
(543, 0)
(80, 0)
(329, 0)
(283, 0)
(358, 3)
(228, 3)
(988, 1)
(840, 3)
(869, 3)
(607, 3)
(282, 0)
(767, 0)
(805, 0)
(758, 1)
(118, 2)
(531, 0)
(47, 3)
(55, 2)
(302, 1)
(676, 0)
