(377, 3)
(78, 0)
(682, 0)
(92, 3)
(446, 1)
(406, 2)
(279, 3)
(35, 0)
(735, 1)
(675, 0)
(883, 3)
(978, 0)
(166, 0)
(345, 1)
(625, 0)
(1023, 0)
(242, 1)
(806, 1)
(966, 1)
(378, 0)
(337, 0)
(389, 3)
(486, 1)
(419, 1)
(961, 3)
(589, 3)
(127, 3)
(570, 1)
(639, 1)
(854, 1)
(82, 1)
(1021, 2)
(1022, 2)
(105, 3)
(715, 0)
(70, 2)
(626, 0)
(689, 3)
(206, 1)
(98, 0)
(123, 1)
(707, 0)
(878, 2)
(938, 0)
(611, 2)
(958, 2)
(607, 0)
(887, 2)
(331, 0)
(871, 3)
(49, 1)
(763, 3)
(467, 2)
(302, 0)
(894, 0)
(564, 1)
(244, 2)
(836, 3)
(579, 0)
(71, 1)
(59, 3)
(742, 2)
(1019, 2)
(357, 0)
(480, 2)
(970, 0)
(543, 3)
(210, 3)
(313, 1)
(434, 1)
(890, 1)
(821, 2)
(341, 3)
(393, 1)
(686, 0)
(305, 1)
(933, 0)
(722, 2)
(1009, 1)
(703, 2)
(565, 2)
(310, 1)
(95, 1)
(637, 1)
(859, 2)
