(92, 2)
(709, 3)
(118, 3)
(1013, 1)
(1022, 1)
(487, 3)
(546, 1)
(231, 3)
(503, 1)
(187, 1)
(885, 0)
(929, 2)
(223, 0)
(166, 2)
(942, 1)
(599, 3)
(595, 2)
(602, 1)
(365, 1)
(717, 2)
(689, 0)
(823, 1)
(174, 1)
(612, 3)
(163, 0)
(33, 1)
(58, 1)
(739, 0)
(486, 1)
(838, 2)
(466, 0)
(505, 1)
(586, 3)
(843, 1)
(841, 2)
(998, 0)
(506, 1)
(83, 3)
(570, 1)
(233, 1)
(447, 0)
(698, 1)
(334, 1)
(345, 1)
(186, 2)
(705, 3)
(679, 3)
(601, 2)
(745, 1)
(117, 2)
(955, 2)
(937, 0)
(631, 3)
(50, 2)
(339, 3)
(325, 0)
(839, 0)
(824, 1)
(170, 0)
(482, 2)
(299, 2)
(702, 3)
(614, 2)
(46, 2)
(986, 0)
(927, 0)
(861, 0)
(761, 0)
(73, 0)
(127, 3)
(791, 3)
(539, 3)
(733, 0)
(229, 1)
(313, 2)
(330, 1)
(235, 2)
(358, 3)
(919, 2)
(806, 3)
(751, 2)
(866, 2)
(603, 1)
(301, 3)
(175, 2)
