(27206, 0)
(9600, 2)
(14545, 3)
(18185, 2)
(32506, 3)
(16590, 3)
(25164, 1)
(21706, 3)
(14349, 3)
(28027, 1)
(13750, 3)
(11990, 3)
(26319, 0)
(3208, 2)
(17290, 1)
(13957, 1)
(12439, 3)
(27117, 2)
(17499, 0)
(22647, 0)
(8026, 3)
(1835, 0)
(9453, 0)
(11093, 3)
(31913, 1)
(8034, 0)
(15701, 2)
(11858, 1)
(9994, 2)
(35368, 0)
(20589, 2)
(34404, 2)
(22255, 0)
(11797, 1)
(32464, 1)
(30916, 1)
(17030, 2)
(14769, 0)
(29384, 2)
(17767, 3)
(28429, 0)
(36385, 0)
(31127, 0)
(14812, 2)
(26172, 1)
(5093, 1)
(35981, 0)
(11976, 3)
(34988, 2)
(8622, 0)
(26906, 2)
(9339, 0)
(12394, 0)
(24967, 2)
(25079, 2)
(30933, 3)
(22707, 0)
(31974, 2)
(9602, 1)
(28435, 0)
(11774, 0)
(20337, 3)
(24266, 2)
(12048, 2)
(21679, 3)
(27593, 3)
(21252, 3)
(27235, 1)
(37138, 2)
(21061, 1)
(28218, 3)
(25424, 1)
(35177, 3)
(33633, 3)
(17627, 0)
(33437, 2)
(11842, 2)
(1066, 3)
(29204, 3)
(11897, 0)
(12661, 0)
(2240, 0)
(15614, 3)
(7453, 0)
(36740, 2)
