(360, 0)
(630, 0)
(468, 0)
(231, 3)
(234, 1)
(731, 3)
(423, 0)
(816, 2)
(193, 3)
(938, 1)
(913, 2)
(350, 3)
(163, 1)
(61, 0)
(100, 3)
(535, 2)
(180, 2)
(477, 2)
(712, 2)
(859, 3)
(564, 2)
(686, 3)
(76, 3)
(898, 2)
(454, 2)
(185, 3)
(559, 3)
(432, 2)
(282, 0)
(1019, 3)
(607, 3)
(705, 0)
(545, 0)
(168, 3)
(453, 3)
(49, 0)
(753, 2)
(1012, 2)
(272, 0)
(656, 0)
(218, 0)
(74, 3)
(44, 3)
(97, 1)
(657, 3)
(624, 1)
(77, 1)
(337, 0)
(349, 1)
(46, 2)
(313, 2)
(243, 1)
(517, 2)
(685, 3)
(514, 2)
(633, 2)
(534, 3)
(351, 3)
(994, 2)
(956, 2)
(54, 3)
(941, 1)
(865, 1)
(741, 3)
(59, 3)
(37, 1)
(762, 1)
(330, 1)
(688, 0)
(385, 2)
(581, 2)
(782, 0)
(144, 2)
(799, 0)
(461, 2)
(95, 3)
(1009, 0)
(372, 2)
(836, 1)
(801, 2)
(481, 0)
(1015, 2)
(737, 3)
(863, 0)
(72, 2)
