(52049, 1)
(48418, 0)
(25432, 2)
(53989, 0)
(36017, 0)
(39615, 0)
(41140, 0)
(29879, 3)
(22194, 2)
(27115, 2)
(45989, 2)
(28261, 1)
(19621, 3)
(38482, 2)
(30685, 1)
(57755, 3)
(24417, 1)
(34099, 1)
(47137, 3)
(21812, 3)
(42864, 0)
(10074, 0)
(33720, 0)
(9720, 0)
(36506, 0)
(28084, 1)
(54547, 1)
(24554, 0)
(4843, 2)
(55689, 0)
(9803, 2)
(28023, 1)
(40318, 2)
(49636, 2)
(34227, 1)
(40979, 2)
(12134, 1)
(49099, 1)
(48615, 0)
(13662, 3)
(44346, 0)
(16182, 1)
(43862, 2)
(25060, 1)
(36934, 3)
(55951, 1)
(22219, 1)
(52618, 0)
(53732, 0)
(9400, 1)
(11137, 1)
(52620, 3)
(13638, 0)
(10646, 0)
(40775, 0)
(39613, 1)
(38461, 1)
(45406, 3)
(9708, 0)
(46686, 0)
(18051, 3)
(41125, 3)
(59494, 2)
(22062, 2)
(38227, 0)
(30165, 0)
(47133, 1)
(37183, 0)
(16196, 1)
(9535, 2)
(12267, 0)
(12677, 1)
(36372, 1)
(47335, 0)
(49886, 1)
(54284, 2)
(44389, 2)
(29612, 0)
(12412, 2)
(37992, 2)
(17842, 2)
(39323, 3)
(19936, 1)
(27014, 2)
(7098, 1)
