(722, 3)
(801, 3)
(684, 0)
(474, 1)
(226, 1)
(540, 2)
(39, 2)
(774, 2)
(1, 2)
(404, 1)
(953, 2)
(764, 3)
(917, 0)
(413, 0)
(395, 1)
(900, 3)
(421, 3)
(904, 3)
(156, 3)
(902, 2)
(996, 2)
(1023, 3)
(350, 1)
(365, 0)
(642, 0)
(772, 2)
(127, 1)
(231, 2)
(136, 1)
(382, 2)
(553, 2)
(122, 2)
(710, 0)
(133, 0)
(1004, 3)
(40, 1)
(734, 1)
(644, 1)
(984, 0)
(18, 1)
(209, 3)
(628, 3)
(93, 2)
(604, 0)
(942, 2)
(892, 3)
(460, 2)
(88, 1)
(934, 0)
(1002, 0)
(935, 2)
(706, 2)
(377, 2)
(970, 2)
(639, 3)
(508, 1)
(361, 3)
(21, 0)
(434, 0)
(268, 2)
(965, 3)
(565, 2)
(288, 0)
(987, 2)
(612, 3)
(252, 2)
(789, 3)
(482, 2)
(784, 2)
(1005, 0)
(34, 1)
(144, 1)
(158, 3)
(843, 0)
(979, 2)
(727, 0)
(228, 3)
(527, 0)
(839, 2)
(995, 3)
(439, 1)
(818, 3)
(838, 3)
(322, 3)
(380, 1)
