(389, 2)
(173, 0)
(973, 1)
(910, 2)
(358, 2)
(673, 1)
(850, 1)
(538, 3)
(977, 1)
(425, 3)
(807, 1)
(95, 1)
(797, 1)
(478, 1)
(868, 0)
(75, 1)
(377, 0)
(957, 2)
(208, 0)
(102, 1)
(440, 0)
(83, 0)
(163, 1)
(979, 0)
(69, 3)
(428, 0)
(860, 0)
(766, 3)
(659, 3)
(724, 0)
(50, 1)
(65, 2)
(484, 0)
(581, 1)
(517, 3)
(11, 3)
(56, 2)
(837, 1)
(666, 2)
(77, 3)
(254, 1)
(323, 3)
(988, 2)
(365, 0)
(848, 0)
(391, 0)
(3, 3)
(189, 0)
(779, 0)
(707, 3)
(293, 1)
(439, 3)
(803, 2)
(1014, 0)
(123, 3)
(728, 1)
(165, 1)
(252, 0)
(980, 0)
(474, 3)
(843, 0)
(421, 3)
(782, 2)
(137, 3)
(929, 1)
(318, 1)
(176, 3)
(141, 1)
(210, 0)
(16, 3)
(1009, 0)
(561, 3)
(494, 3)
(79, 2)
(950, 2)
(153, 0)
(355, 2)
(903, 1)
(40, 3)
(463, 0)
(231, 3)
(886, 1)
(913, 1)
(594, 0)
(526, 0)
