(177, 1)
(792, 3)
(31, 1)
(871, 0)
(647, 0)
(787, 0)
(795, 3)
(711, 3)
(616, 3)
(659, 1)
(76, 0)
(159, 3)
(639, 0)
(665, 0)
(826, 0)
(440, 1)
(628, 1)
(273, 3)
(45, 3)
(111, 0)
(330, 1)
(573, 2)
(251, 0)
(122, 2)
(324, 1)
(155, 3)
(195, 3)
(398, 1)
(427, 2)
(290, 1)
(609, 0)
(259, 2)
(37, 0)
(811, 3)
(808, 2)
(1015, 1)
(478, 2)
(996, 2)
(296, 0)
(61, 3)
(463, 0)
(818, 0)
(901, 0)
(771, 2)
(79, 0)
(784, 0)
(521, 0)
(221, 3)
(220, 3)
(106, 3)
(618, 0)
(768, 1)
(230, 0)
(580, 1)
(318, 2)
(984, 3)
(237, 0)
(833, 0)
(683, 1)
(888, 1)
(1017, 2)
(476, 2)
(314, 3)
(942, 2)
(210, 2)
(756, 2)
(375, 0)
(150, 1)
(431, 1)
(441, 3)
(255, 1)
(570, 3)
(798, 2)
(227, 1)
(590, 2)
(169, 0)
(820, 3)
(406, 0)
(173, 2)
(934, 3)
(736, 1)
(396, 3)
(83, 1)
(912, 1)
(519, 2)
