(2566, 0)
(2037, 0)
(3597, 1)
(2854, 2)
(819, 2)
(3860, 3)
(1978, 1)
(5085, 1)
(2842, 2)
(1911, 0)
(1323, 2)
(1416, 0)
(1436, 2)
(3853, 1)
(4861, 1)
(4340, 1)
(2702, 2)
(914, 2)
(2985, 3)
(3476, 0)
(1595, 2)
(3790, 0)
(3741, 3)
(3663, 2)
(481, 3)
(1434, 2)
(2783, 0)
(4726, 3)
(4592, 2)
(4950, 0)
(457, 2)
(4111, 1)
(540, 0)
(1262, 2)
(3530, 0)
(3437, 1)
(766, 0)
(1857, 1)
(2363, 0)
(1788, 3)
(4401, 3)
(2448, 0)
(3710, 0)
(447, 0)
(4112, 1)
(2100, 0)
(1979, 2)
(3658, 1)
(3867, 2)
(765, 2)
(3912, 0)
(3748, 2)
(1440, 1)
(1385, 2)
(1800, 2)
(710, 1)
(834, 1)
(2758, 3)
(1419, 0)
(4333, 2)
(3975, 3)
(2560, 1)
(986, 2)
(3996, 3)
(3671, 2)
(3500, 3)
(2699, 1)
(2577, 2)
(4786, 3)
(4337, 3)
(2827, 1)
(2844, 1)
(2426, 3)
(1050, 3)
(2907, 2)
(4541, 3)
(2109, 0)
(5091, 3)
(4525, 3)
(1662, 2)
(3529, 3)
(2976, 0)
(3147, 0)
(5128, 0)
(344, 1)
