(2021, 3)
(9611, 2)
(6227, 1)
(6414, 1)
(9712, 0)
(4915, 2)
(5285, 0)
(13148, 3)
(9334, 2)
(10477, 1)
(16138, 2)
(16945, 3)
(20170, 1)
(3464, 0)
(6573, 2)
(11852, 2)
(16275, 1)
(6901, 3)
(10987, 0)
(4625, 1)
(13311, 0)
(4763, 2)
(3458, 0)
(13901, 2)
(20982, 3)
(11319, 2)
(16458, 2)
(4110, 2)
(10504, 0)
(10146, 2)
(18550, 2)
(6520, 1)
(12365, 1)
(12378, 1)
(11633, 2)
(16625, 0)
(6029, 0)
(8974, 3)
(6687, 2)
(10159, 0)
(13112, 1)
(7806, 1)
(12414, 0)
(10949, 0)
(7383, 1)
(9002, 2)
(12926, 2)
(18679, 3)
(11918, 1)
(8680, 1)
(10300, 1)
(9196, 1)
(15319, 3)
(3802, 1)
(1056, 3)
(13862, 2)
(8674, 3)
(15097, 2)
(12145, 1)
(3276, 1)
(2025, 1)
(7688, 3)
(4620, 2)
(7351, 3)
(12074, 3)
(12892, 1)
(17862, 2)
(3784, 1)
(12137, 2)
(17915, 2)
(15294, 3)
(12632, 1)
(17064, 2)
(3782, 2)
(12614, 1)
(16754, 2)
(14450, 0)
(10486, 2)
(10019, 0)
(6383, 3)
(11531, 0)
(12759, 2)
(10595, 2)
(18226, 1)
(19038, 0)
